#,Name,Age,Nationality,Overall,Potential,Club,Value,Wage,Preferred Foot,Skill Moves,Position,Height,Weight,Release Clause
6329,J. Careaga,25,Bolivia,64,67,Club The Strongest,600000,500,Right,1,SUB,184,88,1300000
6330,B. Poveda,18,Bolivia,64,76,Club Deportivo Jorge Wilstermann,1200000,500,Left,1,GK,181,73,2800000
6331,G. Crettaz,22,Argentina,64,75,Málaga CF,1100000,1000,Right,1,SUB,181,78,1900000
6332,C. Eriksson,27,Finland,64,67,Dundee United,575000,1000,Right,1,SUB,191,81,1000000
6333,L. Gütlbauer,21,Austria,64,73,RZ Pellets Wolfsberger AC,1100000,2000,Right,1,SUB,191,80,1800000
6334,R. Perea,32,Ecuador,64,64,Mushuc Runa,300000,500,Right,1,SUB,178,75,645000
6335,J. Anang,22,England,64,70,St. Patrick's Athletic,775000,8000,Right,1,GK,183,78,
6336,S. Breza,24,Canada,64,68,Club de Foot Montréal,675000,4000,Right,1,GK,193,87,
6337,F. Jörgensen,20,Sweden,64,76,Villarreal Club de Fútbol B,1200000,950,Right,1,GK,189,77,2100000
6338,R. Popa,19,Romania,64,77,FC U Craiova 1948,1200000,1000,Right,1,GK,190,83,2400000
6339,Y. Meykher,22,Ukraine,64,73,Real Valladolid CF,1100000,3000,Right,1,RES,184,79,2600000
6340,L. Terán,28,Venezuela,64,66,Hermanos Colmenarez,500000,500,Right,1,GK,175,75,1100000
6341,R. Hoffmann,23,Germany,64,72,Eintracht Braunschweig,1100000,2000,Right,1,SUB,192,86,1900000
6342,J. Trafford,19,England,64,78,Bolton Wanderers,1200000,7000,Right,1,GK,192,90,
6343,S. Lammens,19,Belgium,64,79,Club Brugge KV,1200000,2000,Right,1,SUB,193,92,2400000
6344,D. Rosić,25,Serbia,64,70,Unión Deportiva Almería,725000,4000,Left,1,RES,195,85,1700000
6345,Francisco Meixedo,21,Portugal,64,78,FC Porto,1300000,1000,Right,1,RES,190,78,3400000
6346,Moha Ramos,22,Spain,64,75,Unión Deportiva Las Palmas,1100000,1000,Right,1,RES,188,85,2000000
6347,G. Poluzzi,34,Italy,64,64,Südtirol,100000,750,Right,1,GK,186,74,155000
6348,Manuel Baldé,19,Guinea Bissau,64,74,FC Vizela,1100000,500,Right,1,RES,194,88,2500000
6349,M. Adamonis,25,Lithuania,64,67,Lazio,600000,7000,Right,1,RES,191,80,1100000
6350,B. Austin,23,England,64,72,Tottenham Hotspur,1100000,10000,Right,1,RES,188,75,2300000
6351,G. Arévalos,37,Paraguay,64,64,General Caballero (JLM),60000,500,Right,1,GK,178,72,129000
6352,J. Silva,24,Uruguay,64,70,Cerro Largo Fútbol Club,750000,500,Right,1,SUB,196,98,1800000
6353,Ramón Juan,22,Spain,64,71,CD Mirandés,1000000,1000,Right,1,SUB,179,79,1800000
6354,T. Hasal,22,Canada,64,72,Vancouver Whitecaps FC,1100000,1000,Right,1,SUB,191,77,1900000
6355,L. Gemello,21,Italy,64,74,Torino F.C.,1100000,4000,Right,1,RES,190,80,2200000
6356,A. Russo,21,Italy,64,75,U.S. Sassuolo Calcio,1100000,3000,Right,1,RES,193,78,2100000
6357,K. Tobiasz,19,Poland,64,78,Legia Warszawa,1200000,800,Right,1,GK,191,80,2400000
6358,O. Dovin,19,Sweden,64,77,Hammarby IF,1200000,550,Right,1,GK,187,75,2300000
6359,A. Helac,24,Austria,64,68,Austria Lustenau,675000,1000,Right,1,SUB,190,87,1000000
6360,Diego Callai,17,Brazil,64,78,Sporting CP,1200000,500,Right,1,RES,190,88,3200000
6361,Liao Lisheng,29,China PR,63,63,Shandong Taishan,475000,5000,Right,3,SUB,178,66,760000
6362,S. Whalley,34,England,63,63,Accrington Stanley,220000,1000,Right,3,RM,176,67,385000
6363,K. Yılmaz,21,Turkey,63,77,Beşiktaş JK,1200000,7000,Right,3,RDM,178,67,3200000
6364,F. Martin,32,France,63,63,Valenciennes FC,375000,2000,Left,3,SUB,180,84,656000
6365,Pau Víctor,20,Spain,63,71,Girona FC,1100000,4000,Right,3,RES,184,75,2600000
6366,A. Cruz,26,Costa Rica,63,66,FC Cincinnati,625000,2000,Right,3,SUB,165,66,953000
6367,J. Carrasquel,29,Venezuela,63,63,Hermanos Colmenarez,475000,500,Right,3,SUB,180,77,1000000
6368,A. Al-Ammari,24,Iraq,63,67,Mjällby AIF,675000,1000,Left,2,SUB,183,70,
6369,E. Meléndez,21,Venezuela,63,72,Hermanos Colmenarez,1100000,500,Right,3,SUB,175,64,2600000
6370,Yun Suk Young,32,Korea Republic,63,63,Gangwon FC,300000,2000,Left,2,LCB,182,74,375000
6371,T. O'Connor,23,Republic of Ireland,63,68,Wrexham AFC,675000,500,Left,2,SUB,186,70,1500000
6372,G. Lapslie,24,England,63,67,Mansfield Town,675000,4000,Right,2,RCM,180,74,1200000
6373,A. Hartigan,22,England,63,70,Mansfield Town,925000,3000,Right,2,SUB,178,68,1800000
6374,E. Tagseth,21,Norway,63,74,Rosenborg BK,1100000,1000,Left,3,LWB,171,67,1600000
6375,E. Velasco,22,Ecuador,63,68,Mushuc Runa,750000,500,Right,3,SUB,166,63,1700000
6376,A. Forde,28,Republic of Ireland,63,63,Wrexham AFC,425000,500,Right,3,RWB,180,82,914000
6377,S. Sutton,20,New Zealand,63,75,Wellington Phoenix,1100000,750,Left,3,LB,175,71,1600000
6378,W. Bondo,18,France,63,79,AC Monza,1200000,3000,Right,3,RES,177,63,2900000
6379,R. Örqvist,23,Sweden,63,67,Degerfors IF,675000,800,Right,2,SUB,184,81,894000
6380,E. Clavijo,22,Ecuador,63,71,C.D. Universidad Católica del Ecuador,1100000,500,Right,3,SUB,180,80,2600000
6381,J. Estupiñán,22,Colombia,63,70,La Equidad,975000,500,Right,3,SUB,173,69,1500000
6382,H. Boateng,26,England,63,65,Mansfield Town,600000,4000,Left,3,CAM,183,80,1100000
6383,M. Solbakken,21,Norway,63,74,Viking FK,1100000,850,Right,3,CDM,182,70,1600000
6384,Unai Rementería,22,Spain,63,72,CD Mirandés,1100000,2000,Left,2,SUB,182,80,1900000
6385,T. Archibald,24,Scotland,63,66,Leyton Orient,650000,3000,Left,3,RM,180,75,1200000
6386,R. Harper,22,England,63,70,Ipswich Town,925000,2000,Right,3,SUB,188,76,1800000
6387,C. Guy,25,England,63,66,Carlisle United,575000,3000,Right,2,CDM,178,64,1000000
6388,Y. Borges Sanches,18,Luxembourg,63,81,Borussia Mönchengladbach,1200000,2000,Right,3,SUB,175,67,2800000
6389,A. Jashari,19,Switzerland,63,80,FC Luzern,1200000,2000,Left,2,CDM,181,82,2500000
6390,E. Radaslavescu,17,Romania,63,78,FCSB (Steaua),1100000,500,Right,3,SUB,180,72,2200000
6391,D. Mazzocco,26,Italy,63,65,Cittadella,600000,800,Right,2,SUB,186,75,975000
6392,R. Onea,24,Romania,63,67,Rapid București,650000,2000,Right,2,SUB,177,76,926000
6393,A. Małachowski,24,Poland,63,68,SV Waldhof Mannheim 07,725000,1000,Right,2,SUB,183,78,1100000
6394,J. Rooney,31,England,63,63,Barrow,400000,2000,Right,3,CAM,178,76,700000
6395,U. Bislimi,22,Kosovo,63,70,FC Lugano,975000,2000,Right,2,SUB,183,78,1600000
6396,S. Christiansen,21,Norway,63,71,Borussia Mönchengladbach,1000000,4000,Right,2,RES,185,75,1900000
6397,E. Kornvig,22,Denmark,63,73,Spezia,1100000,3000,Right,2,RES,187,70,2200000
6398,N. Featherstone,33,England,63,63,Hartlepool United,240000,2000,Right,2,CDM,170,71,420000
6399,Y. Moses,23,Ghana,63,70,FC Arouca,950000,2000,Right,2,RES,170,66,2100000
6400,K. Doumbia,19,Mali,63,78,Stade de Reims,1100000,3000,Right,2,SUB,170,53,2900000
6401,G. Colmenárez,20,Venezuela,63,74,Hermanos Colmenarez,1000000,500,Right,2,SUB,183,76,2400000
6402,F. Dele-Bashiru,21,Nigeria,63,73,Sheffield Wednesday,1100000,2000,Right,2,SUB,176,76,2100000
6403,J. Kałuziński,19,Poland,63,79,Lechia Gdańsk,1200000,1000,Right,2,CAM,184,74,2400000
6404,R. Castrillo,23,Venezuela,63,69,Estudiantes de Mérida,750000,500,Right,3,RES,169,65,1800000
6405,M. Kjølø,21,Norway,63,76,FC Twente,1100000,2000,Right,3,SUB,174,71,2300000
6406,A. Montgomery,19,Scotland,63,75,St. Johnstone FC,1100000,5000,Left,3,LWB,173,58,
6407,R. Montes,22,Argentina,63,73,Club Atlético Central Córdoba,1100000,3000,Right,2,SUB,182,78,
6408,J. Nisbet,23,Australia,63,71,Central Coast Mariners,1100000,700,Right,3,RCM,158,58,1600000
6409,Mini,23,Spain,63,72,Atlético de Madrid,1100000,8000,Right,2,RES,175,71,2500000
6410,E. Iannoni,21,Italy,63,70,Perugia,975000,4000,Right,2,RCM,185,78,
6411,K. Kaissis,25,Germany,63,64,VfB Oldenburg,575000,550,Right,3,RES,170,65,877000
6412,A. Diouf,19,France,63,76,FC Basel 1893,1100000,5000,Left,2,RES,181,68,
6413,Dani Albiar,22,Spain,63,72,FC Cartagena,1100000,5000,Right,2,RES,173,67,
6414,J. Naschberger,22,Austria,63,72,WSG Tirol,1100000,2000,Right,3,SUB,173,70,1800000
6415,Abel Bretones,21,Spain,63,75,Real Oviedo,1200000,2000,Left,2,RES,186,78,2200000
6416,G. Thomas,25,Wales,63,67,Queens Park Rangers,675000,7000,Right,3,SUB,173,76,1300000
6417,T. Seto,36,Japan,63,63,Petrolul Ploiești,90000,1000,Right,2,SUB,181,73,122000
6418,T. Bayliss,23,England,63,69,Shrewsbury Town,700000,2000,Right,3,SUB,183,78,1400000
6419,R. Slater,22,England,63,72,Hull City,1100000,3000,Right,2,RCM,173,65,2300000
6420,L. Melo,30,Venezuela,63,63,Hermanos Colmenarez,400000,500,Right,3,RES,170,70,860000
6421,F. Jørgensen,20,Norway,63,77,Odds BK,1200000,950,Right,3,LCM,178,74,2300000
6422,A. Fadera,20,Gambia,63,74,SV Zulte Waregem,1100000,2000,Right,2,SUB,181,69,1800000
6423,Álex Cardero,18,Spain,63,76,Real Oviedo,1100000,800,Right,4,RES,178,70,2400000
6424,T. Booth,21,United States,63,74,FC Utrecht,1100000,2000,Right,3,RCM,174,66,1900000
6425,B. Servania,23,United States,63,70,FC Dallas,900000,1000,Right,2,RCM,178,73,1500000
6426,A. Muja,23,Kosovo,63,69,Royal Antwerp FC,750000,4000,Right,2,RES,179,69,1300000
6427,A. Valério,22,France,63,72,Rodez Aveyron Football,1100000,1000,Left,3,RCM,185,75,2100000
6428,R. Dadok,25,Poland,63,66,Górnik Zabrze,575000,2000,Right,3,SUB,184,78,819000
6429,D. Portilla,18,Chile,63,78,Colo-Colo,1100000,550,Right,2,SUB,178,70,2200000
6430,L. Shabani,22,Albania,63,71,IFK Norrköping,1000000,1000,Right,3,LW,175,71,1500000
6431,Park Chu Young,36,Korea Republic,63,63,Ulsan Hyundai FC,160000,2000,Right,3,RES,182,75,208000
6432,J. Ondrejka,19,Sweden,63,74,IF Elfsborg,1000000,850,Right,3,LW,180,70,1500000
6433,M. Cachbach,21,Belgium,63,71,FC Metz,1100000,1000,Right,3,SUB,181,72,2200000
6434,A. Ba,18,France,63,76,Le Havre AC,1100000,600,Right,3,SUB,180,75,2600000
6435,G. Merloi,22,Romania,63,68,FC Voluntari,750000,3000,Left,3,SUB,170,65,1100000
6436,M. Diambou,19,Mali,63,78,FC Red Bull Salzburg,1100000,3000,Right,2,RES,176,60,2300000
6437,B. Egüez,30,Bolivia,63,63,Club Deportivo Guabirá,475000,500,Right,3,SUB,175,77,1000000
6438,N. Silva,25,Uruguay,63,66,Cerro Largo Fútbol Club,625000,500,Left,3,LM,165,63,1400000
6439,A. Pyrka,19,Poland,63,74,Piast Gliwice,1000000,1000,Right,3,RWB,177,72,1600000
6440,L. Vega,23,Argentina,63,71,Clube Sport Marítimo,1100000,2000,Right,3,SUB,186,78,2500000
6441,M. Opeyemi,18,Nigeria,63,73,FC Vizela,1000000,500,Right,2,ST,172,66,2300000
6442,A. Hunter,26,England,63,63,Morecambe,525000,2000,Right,3,SUB,178,67,919000
6443,M. Garbett,20,New Zealand,63,76,Torino F.C.,1200000,6000,Right,3,RES,188,75,2900000
6444,S. Czyż,20,Poland,63,73,Raków Częstochowa,1100000,2000,Right,3,SUB,176,76,1700000
6445,K. Ofori,20,Ghana,63,73,SC Paderborn 07,1100000,3000,Right,3,RES,172,68,2000000
6446,J. Geusens,20,Belgium,63,77,KRC Genk,1200000,3000,Right,2,RES,185,76,2600000
6447,D. Takáč,24,Slovakia,63,70,Korona Kielce,950000,1000,Right,2,SUB,178,70,1500000
6448,F. Da Silva,19,France,63,79,Olympique Lyonnais,1200000,6000,Right,3,RES,178,67,3000000
6449,K. Knap,20,Poland,63,74,Cracovia,1000000,2000,Left,2,SUB,180,71,1600000
6450,G. Kokhreidze,23,Georgia,63,71,Grenoble Foot 38,1100000,1000,Right,2,SUB,171,73,2100000
6451,A. Gigović,20,Sweden,63,79,Helsingborgs IF,1300000,700,Right,3,LCM,187,77,2400000
6452,R. Akbari,22,Afghanistan,63,72,Brisbane Roar,1100000,1000,Right,2,RS,185,71,1600000
6453,N. Mäenpää,24,Finland,63,66,Warta Poznań,650000,900,Right,2,SUB,182,75,926000
6454,J. Tenkorang,22,Italy,63,71,US Cremonese,1100000,2000,Right,3,RES,184,78,2200000
6455,J. Ganda,25,Israel,63,66,SV Sandhausen,625000,2000,Right,3,RES,186,79,1000000
6456,L. Clarkson,20,England,63,78,Aberdeen,1200000,12000,Right,2,SUB,175,66,
6457,D. Bahamboula,27,Congo,63,63,Livingston FC,500000,2000,Right,5,SUB,185,70,875000
6458,J. Nazareno,23,Ecuador,63,68,Mushuc Runa,725000,500,Right,3,SUB,173,65,1600000
6459,G. Kochorashvili,23,Georgia,63,71,Levante Unión Deportiva,1100000,2000,Right,2,RES,176,70,2000000
6460,F. Lemaréchal,18,France,63,80,AS Monaco,1200000,3000,Right,2,RES,181,73,3000000
6461,A. Bustos,23,Argentina,63,71,Club Atlético Central Córdoba,1100000,3000,Right,3,SUB,169,72,1800000
6462,A. Morris,20,United States,63,72,Columbus Crew,1000000,1000,Right,2,LDM,178,72,1700000
6463,E. Boateng,25,Ghana,63,68,IF Elfsborg,700000,1000,Right,2,RCM,174,66,928000
6464,Tiago Matos,21,Portugal,63,72,Radomiak Radom,1000000,950,Right,2,SUB,178,72,1600000
6465,Miguel Falé,18,Portugal,63,78,SC Braga,1100000,1000,Right,3,RES,178,78,2900000
6466,M. Farsi,22,Canada,63,71,Columbus Crew,1000000,1000,Right,3,SUB,178,68,1700000
6467,M. Azeez,19,England,63,80,Arsenal,1200000,8000,Right,3,RES,180,65,3000000
6468,Ł. Poręba,22,Poland,63,72,Racing Club de Lens,1000000,5000,Right,2,SUB,180,70,2100000
6469,K. Hernández-Foster,20,United States,63,75,Hamarkameratene,1100000,700,Left,2,SUB,173,66,1600000
6470,Galego,25,Brazil,63,67,Gangwon FC,675000,2000,Left,3,RES,176,70,894000
6471,P. Vaca,20,Bolivia,63,76,Club Always Ready,1100000,500,Right,3,SUB,181,77,3100000
6472,S. Pattynama,23,Netherlands,63,70,Viking FK,925000,900,Left,2,LB,180,78,1300000
6473,D. Huseinbašić,20,Germany,63,74,1. FC Köln,1000000,4000,Right,2,RES,184,77,2000000
6474,L. Sánchez,21,Colombia,63,76,América de Cali,1200000,600,Right,3,SUB,171,66,2400000
6475,J. Monaga,24,Ecuador,63,67,Mushuc Runa,650000,500,Left,3,LB,169,69,1400000
6476,Rivaldinho,27,Brazil,63,64,Universitatea Craiova,550000,4000,Right,3,SUB,186,85,784000
6477,T. Schwede,28,Germany,63,63,1. FC Saarbrücken,425000,2000,Left,3,SUB,182,73,616000
6478,W. Alarcón,21,Chile,63,72,Unión La Calera,1100000,800,Right,2,LDM,176,70,1700000
6479,K. Serber,23,France,63,68,Toulouse Football Club,725000,4000,Right,2,SUB,172,70,1500000
6480,J. Franco,20,Colombia,63,73,Deportivo Cali,1000000,650,Right,2,SUB,178,70,1600000
6481,J. McAtee,22,England,63,70,Grimsby Town,975000,6000,Right,2,SUB,180,75,
6482,C. Roca,25,Bolivia,63,68,Club Deportivo Oriente Petrolero,650000,500,Left,2,LB,168,77,1400000
6483,C. Wilkinson,27,Republic of Ireland,63,63,Walsall,525000,4000,Left,3,SUB,191,77,919000
6484,S. Zamora,20,Ecuador,63,71,C.D. Universidad Católica del Ecuador,1000000,500,Right,2,RCM,170,66,2400000
6485,Z. Clough,27,England,63,64,Adelaide United,550000,1000,Right,3,CAM,170,64,729000
6486,J. Nilsson,27,Sweden,63,63,Hammarby IF,475000,1000,Right,2,SUB,180,75,594000
6487,M. Sorinola,21,England,63,72,Swansea City,1000000,2000,Right,3,SUB,173,65,
6488,D. Paz,20,Venezuela,63,75,Deportivo La Guaira FC,1200000,500,Right,4,SUB,174,73,2800000
6489,M. Kizza,22,Uganda,63,69,FC Arouca,725000,1000,Left,2,SUB,185,73,1600000
6490,L. Benedetti,22,Italy,63,74,Bari,1100000,4000,Right,2,SUB,180,73,
6491,Pedro Malheiro,21,Portugal,63,71,Boavista FC,1000000,2000,Right,2,RWB,179,69,2300000
6492,R. Zietarski,29,Poland,63,63,VfB Oldenburg,400000,550,Right,2,CDM,185,78,580000
6493,J. Chianese,32,Australia,63,63,Hyderabad FC,375000,500,Right,3,CAM,176,75,506000
6494,O. Daedlow,22,Germany,63,69,F.C. Hansa Rostock,700000,2000,Right,2,RES,180,75,1200000
6495,F. Okenabirhie,26,England,63,65,Cambridge United,600000,2000,Right,3,SUB,178,74,1100000
6496,Javi Guerra,19,Spain,63,80,Valencia CF,1200000,4000,Right,2,RES,187,70,3300000
6497,D. Devoy,20,Republic of Ireland,63,80,Milton Keynes Dons,1300000,2000,Right,2,SUB,177,66,3100000
6498,G. Sloggett,25,Republic of Ireland,63,65,Dundalk FC,550000,800,Right,2,RDM,188,75,894000
6499,J. Brown,24,Republic of Ireland,63,68,Stockport County,675000,7000,Right,2,SUB,177,77,
6500,V. Lind,19,Denmark,63,77,FC Midtjylland,1100000,4000,Left,2,SUB,178,70,2100000
6501,C. Lungoyi,21,Switzerland,63,74,Ascoli,1100000,950,Right,3,SUB,182,74,2000000
6502,Lucas Esteves,22,Brazil,63,68,Colorado Rapids,750000,2000,Left,2,LB,170,67,1100000
6503,T. van Leeuwen,20,Netherlands,63,69,FC Twente,750000,2000,Right,3,SUB,176,71,1300000
6504,I. Smeulers,22,Netherlands,63,71,Sandefjord Fotball,1000000,850,Left,2,LB,174,70,1500000
6505,R. Holden,24,Northern Ireland,63,67,Port Vale,700000,2000,Left,3,SUB,181,76,1300000
6506,D. Castillo,24,Venezuela,63,72,Caracas Fútbol Club,1000000,500,Right,2,RES,187,76,2400000
6507,J. Elitim,23,Colombia,63,70,Racing Santander,975000,8000,Left,3,CAM,169,67,
6508,D. Philipp,22,Germany,63,72,Viktoria Köln,1100000,1000,Left,3,CAM,180,74,1800000
6509,H. Stenevik,22,Norway,63,74,Strømsgodset IF,1100000,1000,Right,4,RW,185,70,1600000
6510,D. Rodríguez,38,Venezuela,63,63,Hermanos Colmenarez,110000,500,Right,2,SUB,175,74,237000
6511,O. Schönfelder,21,Germany,63,74,SSV Jahn Regensburg,1100000,4000,Left,3,SUB,182,74,
6512,E. Kabashi,28,Albania,63,63,Como,475000,900,Left,3,SUB,177,79,736000
6513,S. Sissoko,22,Mali,63,70,KV Kortrijk,925000,2000,Right,2,LDM,181,74,1500000
6514,Y. Martínez,20,Bolivia,63,76,Independiente Petrolero,1200000,500,Left,3,LCM,168,64,3300000
6515,A. Alvarado,18,United States,63,76,FC Vizela,1100000,500,Right,3,RES,173,67,2900000
6516,F. Azeez,21,England,63,74,Reading,1100000,3000,Left,3,SUB,181,69,2300000
6517,Ž. Kolmanič,22,Slovenia,63,71,Austin FC,1000000,1000,Left,2,LB,178,69,1700000
6518,A. Barrios,30,Chile,63,63,Unión Española,400000,1000,Right,2,LCM,185,78,540000
6519,L. González,29,Venezuela,63,63,Metropolitanos de Caracas FC,475000,500,Right,2,RES,169,67,1000000
6520,F. Ibarra,21,Argentina,63,73,Atlanta United,1000000,1000,Right,2,SUB,175,69,1700000
6521,A. Bolyki,27,Hungary,63,63,Hallescher FC,500000,1000,Right,2,SUB,187,78,725000
6522,M. Hansen,19,Denmark,63,75,FC Nordsjælland,1100000,2000,Right,2,RW,188,70,1600000
6523,V. Pizarro,19,Chile,63,79,Colo-Colo,1200000,750,Left,2,SUB,172,67,2400000
6524,Koo Bon Chul,22,Korea Republic,63,73,Seongnam FC,1100000,1000,Right,3,RM,173,70,1600000
6525,M. Llano,22,Argentina,63,71,Godoy Cruz,1000000,2000,Right,2,RES,184,73,
6526,T. Santos,23,Denmark,63,70,AC Horsens,975000,2000,Right,2,RM,174,65,1400000
6527,J. Gorby,19,France,63,77,SC Braga,1100000,1000,Right,2,RES,181,76,2900000
6528,F. Stevanović,19,Serbia,63,80,Manchester City,1200000,11000,Right,4,RES,178,72,3000000
6529,A. Newby,26,England,63,63,Colchester United,525000,4000,Right,3,RM,173,70,919000
6530,Jony Álamo,20,Spain,63,77,Elche CF,1100000,3000,Right,3,SUB,175,64,3000000
6531,A. Burbano,28,Ecuador,63,63,Delfín Sporting Club,425000,500,Right,2,RB,176,78,914000
6532,N. Ennis,23,England,63,70,Plymouth Argyle,975000,3000,Right,3,SUB,180,76,1900000
6533,C. Viet,23,Germany,63,68,SSV Jahn Regensburg,725000,3000,Right,3,SUB,181,75,1200000
6534,M. Schroers,20,Germany,63,72,Borussia Mönchengladbach,1100000,4000,Right,2,RES,181,74,2100000
6535,A. Matko,22,Slovenia,63,72,Hammarby IF,1100000,2000,Right,3,SUB,177,75,1600000
6536,K. Cabrera,18,Peru,63,78,FBC Melgar,1100000,500,Right,2,RES,175,67,3100000
6537,V. Dican,21,Romania,63,72,FC Botoşani,1000000,2000,Right,2,LCB,189,83,1600000
6538,S. Muratore,24,Italy,63,69,Atalanta,750000,8000,Right,2,RES,186,74,1400000
6539,Thiago,25,Brazil,63,66,Cracovia,625000,2000,Right,3,SUB,177,60,891000
6540,C. Tengstedt,22,Denmark,63,71,Rosenborg BK,1100000,2000,Right,3,SUB,184,77,1600000
6541,A. Chávez,24,Peru,63,70,Cienciano,925000,500,Left,2,RES,178,66,2200000
6542,Miki Villar,25,Spain,63,66,UD Ibiza,625000,2000,Right,2,SUB,180,75,1000000
6543,J. Idzes,22,Netherlands,63,69,Go Ahead Eagles,700000,2000,Right,2,SUB,183,82,1200000
6544,B. Kociubinski,21,Argentina,63,76,Club Atlético Aldosivi,1100000,2000,Right,2,SUB,180,78,
6545,J. Rosso,25,Uruguay,63,66,Club Atlético Sarmiento,575000,2000,Right,2,SUB,179,72,877000
6546,P. Grabher,28,Austria,63,63,Austria Lustenau,425000,2000,Left,2,RDM,170,65,616000
6547,Willis Furtado,24,Cape Verde Islands,63,66,FK Jerv,650000,1000,Left,3,RW,182,80,861000
6548,E. Leopold,21,Germany,63,70,Hannover 96,975000,4000,Right,2,SUB,174,74,1800000
6549,L. Tramoni,19,France,63,76,Cagliari,1100000,650,Left,3,SUB,173,62,2400000
6550,O. Heil,21,Germany,63,71,Hamburger SV,1100000,3000,Right,3,SUB,168,72,2000000
6551,R. Rivas,19,Venezuela,63,81,Caracas Fútbol Club,1200000,500,Left,3,SUB,178,78,3300000
6552,Léo Scienza,23,Brazil,63,69,1. FC Magdeburg,750000,3000,Right,3,SUB,175,71,1300000
6553,D. Wenzel-Halls,24,Australia,63,66,Western United FC,675000,900,Right,3,ST,175,70,894000
6554,F. Ginella,23,Uruguay,63,72,Club Nacional de Football,1100000,500,Right,3,RES,178,72,2600000
6555,N. Sommer,24,Germany,63,68,SV Waldhof Mannheim 07,675000,1000,Right,2,SUB,179,73,1000000
6556,A. Baldi,20,Argentina,63,78,Club Atlético Tigre,1100000,2000,Left,2,SUB,188,75,2300000
6557,Esquerdo,23,Spain,63,70,Valencia CF,950000,6000,Left,3,RES,182,75,2200000
6558,L. Brumme,22,Germany,63,68,SV Wehen Wiesbaden,750000,2000,Left,2,SUB,187,73,1100000
6559,J. Biegański,19,Poland,63,76,Lechia Gdańsk,1100000,1000,Left,3,SUB,183,80,2200000
6560,L. Mikić,25,Croatia,63,66,SV Ried,625000,2000,Right,3,LF,180,76,953000
6561,Luizão,24,Brazil,63,67,Radomiak Radom,625000,1000,Right,2,SUB,184,75,891000
6562,M. Anzolin,21,Italy,63,72,RZ Pellets Wolfsberger AC,1000000,2000,Left,2,SUB,181,70,1700000
6563,D. Butterworth,22,England,63,67,Blackburn Rovers,700000,8000,Right,3,RES,183,77,1400000
6564,C. Keleş,20,Austria,63,74,FK Austria Wien,1100000,3000,Left,3,SUB,180,77,1800000
6565,Y. Oukili,21,Netherlands,63,70,RKC Waalwijk,975000,1000,Right,3,RCM,184,75,1600000
6566,J. Da Riva,21,Italy,63,74,Atalanta,1100000,6000,Right,2,RES,187,79,2100000
6567,N. Boushal,22,Saudi Arabia,63,71,Al Fateh,1000000,5000,Right,2,RB,175,68,1900000
6568,G. Satsias,19,Cyprus,63,74,APOEL Nicosia FC,1000000,500,Right,2,RES,181,70,2400000
6569,J. Ayunga,25,Kenya,63,66,St. Mirren,650000,2000,Right,2,RS,185,78,1200000
6570,A. Phliponeau,22,France,63,72,FC Annecy,1000000,1000,Right,2,SUB,176,65,2000000
6571,B. Pierret,22,France,63,70,US Quevilly Rouen Métropole,925000,1000,Right,2,SUB,186,82,1800000
6572,J. Vollert,24,Germany,63,69,Hallescher FC,700000,1000,Right,2,RCB,186,83,1200000
6573,L. Kronberger,20,Austria,63,74,SK Sturm Graz,1100000,3000,Left,2,SUB,179,72,1900000
6574,R. Jones,19,England,63,78,Peterborough United,1100000,2000,Right,3,SUB,183,70,2600000
6575,J. Franco,30,Paraguay,63,63,Club Nacional,425000,500,Right,2,SUB,175,77,914000
6576,T. Oakley-Boothe,22,England,63,74,Lincoln City,1100000,5000,Right,3,LCM,182,68,
6577,J. Ataupillco,21,Peru,63,70,Ayacucho,925000,500,Left,2,SUB,175,72,2200000
6578,R. Raposo,23,Canada,63,69,Vancouver Whitecaps FC,750000,2000,Right,3,SUB,170,64,1300000
6579,I. Mamut,25,Croatia,63,68,FCSB (Steaua),725000,4000,Left,2,RES,192,82,1000000
6580,K. Phillips,22,England,63,71,Huddersfield Town,1100000,4000,Right,2,RES,187,76,2300000
